ObjectId,service_date,line,estimated_boardings
7150,2022/05/14 04:00:00+00,Fairmount,417
7151,2022/05/11 04:00:00+00,Lowell,4566
7152,2022/05/31 04:00:00+00,Needham,3887
7153,2022/05/15 04:00:00+00,Providence/Stoughton,5747
7154,2022/05/11 04:00:00+00,Haverhill,2940
7155,2022/05/31 04:00:00+00,Fitchburg,4347
7156,2022/05/15 04:00:00+00,Newburyport/Rockport,3161
7157,2022/05/11 04:00:00+00,Kingston,3358
7158,2022/05/31 04:00:00+00,Greenbush,2295
7159,2022/05/15 04:00:00+00,Framingham/Worcester,2675
7160,2022/05/11 04:00:00+00,Needham,3775
7161,2022/05/31 04:00:00+00,Fairmount,2674
7162,2022/05/15 04:00:00+00,Franklin/Foxboro,1276
7163,2022/05/11 04:00:00+00,Fitchburg,4606
7164,2022/06/01 04:00:00+00,Providence/Stoughton,15213
7165,2022/05/15 04:00:00+00,Middleborough/Lakeville,1042
7166,2022/05/11 04:00:00+00,Greenbush,2150
7167,2022/06/01 04:00:00+00,Newburyport/Rockport,1830
7168,2022/05/15 04:00:00+00,Lowell,1730
7169,2022/05/11 04:00:00+00,Fairmount,2287
7170,2022/06/01 04:00:00+00,Framingham/Worcester,8467
7171,2022/05/15 04:00:00+00,Haverhill,927
7172,2022/05/12 04:00:00+00,Providence/Stoughton,15029
7173,2022/06/01 04:00:00+00,Franklin/Foxboro,6947
7174,2022/05/15 04:00:00+00,Kingston,725
7175,2022/05/12 04:00:00+00,Newburyport/Rockport,5631
7176,2022/06/01 04:00:00+00,Middleborough/Lakeville,3994
7177,2022/05/15 04:00:00+00,Needham,341
7178,2022/05/12 04:00:00+00,Framingham/Worcester,8021
7179,2022/06/01 04:00:00+00,Lowell,5081
7180,2022/05/15 04:00:00+00,Fitchburg,1610
7181,2022/05/12 04:00:00+00,Franklin/Foxboro,6400
7182,2022/06/01 04:00:00+00,Haverhill,3412
7183,2022/05/15 04:00:00+00,Greenbush,488
7184,2022/05/12 04:00:00+00,Middleborough/Lakeville,3798
7185,2022/06/01 04:00:00+00,Kingston,3090
7186,2022/06/01 04:00:00+00,Needham,3979
7187,2022/06/01 04:00:00+00,Fitchburg,4480
7188,2022/06/01 04:00:00+00,Greenbush,2431
7189,2022/06/01 04:00:00+00,Fairmount,2621
7190,2022/06/02 04:00:00+00,Providence/Stoughton,14875
7191,2022/06/02 04:00:00+00,Newburyport/Rockport,1131
7192,2022/06/02 04:00:00+00,Framingham/Worcester,8105
7193,2022/05/15 04:00:00+00,Fairmount,349
7194,2022/05/16 04:00:00+00,Providence/Stoughton,15029
7195,2022/05/16 04:00:00+00,Newburyport/Rockport,5631
7196,2022/05/16 04:00:00+00,Framingham/Worcester,7976
7197,2022/05/16 04:00:00+00,Franklin/Foxboro,6227
7198,2022/05/16 04:00:00+00,Middleborough/Lakeville,3748
7199,2022/05/16 04:00:00+00,Lowell,4530
7200,2022/05/16 04:00:00+00,Haverhill,3032
7201,2022/06/14 04:00:00+00,Fairmount,2305
7202,2022/06/15 04:00:00+00,Providence/Stoughton,17165
7203,2022/06/15 04:00:00+00,Newburyport/Rockport,6376
7204,2022/06/15 04:00:00+00,Framingham/Worcester,10913
7205,2022/06/15 04:00:00+00,Franklin/Foxboro,7600
7206,2022/06/15 04:00:00+00,Middleborough/Lakeville,3898
7207,2022/06/15 04:00:00+00,Lowell,5068
7208,2022/06/15 04:00:00+00,Haverhill,3897
7209,2022/06/15 04:00:00+00,Kingston,3955
7210,2022/06/15 04:00:00+00,Needham,4273
7211,2022/06/15 04:00:00+00,Fitchburg,4725
7212,2022/06/15 04:00:00+00,Greenbush,2486
7213,2022/06/15 04:00:00+00,Fairmount,2244
7214,2022/06/16 04:00:00+00,Providence/Stoughton,17658
7215,2022/06/16 04:00:00+00,Newburyport/Rockport,7613
7216,2022/06/16 04:00:00+00,Framingham/Worcester,11425
7217,2022/06/16 04:00:00+00,Franklin/Foxboro,7077
7218,2022/06/16 04:00:00+00,Middleborough/Lakeville,4063
7219,2022/06/16 04:00:00+00,Lowell,5557
7220,2022/06/16 04:00:00+00,Haverhill,4982
7221,2022/06/16 04:00:00+00,Kingston,4385
7222,2022/06/16 04:00:00+00,Needham,4063
7223,2022/06/16 04:00:00+00,Fitchburg,5005
7224,2022/06/16 04:00:00+00,Greenbush,3169
7225,2022/06/16 04:00:00+00,Fairmount,2224
7226,2022/06/17 04:00:00+00,Providence/Stoughton,16274
7227,2022/06/17 04:00:00+00,Newburyport/Rockport,7280
7228,2022/06/17 04:00:00+00,Framingham/Worcester,9695
7229,2022/06/17 04:00:00+00,Franklin/Foxboro,4898
7230,2022/06/17 04:00:00+00,Middleborough/Lakeville,3278
7231,2022/06/17 04:00:00+00,Lowell,5190
7232,2022/06/17 04:00:00+00,Haverhill,3575
7233,2022/06/17 04:00:00+00,Kingston,3773
7234,2022/06/17 04:00:00+00,Needham,3384
7235,2022/06/17 04:00:00+00,Fitchburg,4837
7236,2022/06/17 04:00:00+00,Greenbush,1707
7237,2022/06/17 04:00:00+00,Fairmount,2155
7238,2022/06/18 04:00:00+00,Providence/Stoughton,6561
7239,2022/06/18 04:00:00+00,Newburyport/Rockport,4040
7240,2022/06/18 04:00:00+00,Framingham/Worcester,4457
7241,2022/06/18 04:00:00+00,Franklin/Foxboro,1069
7242,2022/06/18 04:00:00+00,Middleborough/Lakeville,1527
7243,2022/06/18 04:00:00+00,Lowell,1224
7244,2022/06/18 04:00:00+00,Haverhill,1600
7245,2022/06/18 04:00:00+00,Kingston,714
7246,2022/06/18 04:00:00+00,Needham,614
7247,2022/06/18 04:00:00+00,Fitchburg,1984
7248,2022/06/18 04:00:00+00,Greenbush,386
7249,2022/06/18 04:00:00+00,Fairmount,471
7250,2022/06/19 04:00:00+00,Providence/Stoughton,5455
7251,2022/06/06 04:00:00+00,Lowell,4280
7252,2022/06/06 04:00:00+00,Haverhill,3675
7253,2022/06/06 04:00:00+00,Kingston,2619
7254,2022/06/06 04:00:00+00,Needham,4000
7255,2022/06/06 04:00:00+00,Fitchburg,4473
7256,2022/06/06 04:00:00+00,Greenbush,2543
7257,2022/06/06 04:00:00+00,Fairmount,2208
7258,2022/06/07 04:00:00+00,Providence/Stoughton,15947
7259,2022/06/07 04:00:00+00,Newburyport/Rockport,1191
7260,2022/06/07 04:00:00+00,Framingham/Worcester,10605
7261,2022/06/07 04:00:00+00,Franklin/Foxboro,7007
7262,2022/06/07 04:00:00+00,Middleborough/Lakeville,4100
7263,2022/06/07 04:00:00+00,Lowell,4284
7264,2022/06/07 04:00:00+00,Haverhill,4186
7265,2022/06/07 04:00:00+00,Kingston,3136
7266,2022/06/07 04:00:00+00,Needham,3591
7267,2022/06/07 04:00:00+00,Fitchburg,4552
7268,2022/06/07 04:00:00+00,Greenbush,2945
7269,2022/06/07 04:00:00+00,Fairmount,2534
7270,2022/06/08 04:00:00+00,Providence/Stoughton,16112
7271,2022/06/08 04:00:00+00,Newburyport/Rockport,870
7272,2022/06/08 04:00:00+00,Framingham/Worcester,9847
7273,2022/06/08 04:00:00+00,Franklin/Foxboro,6818
7274,2022/06/08 04:00:00+00,Middleborough/Lakeville,3991
7275,2022/06/08 04:00:00+00,Lowell,4611
7276,2022/06/08 04:00:00+00,Haverhill,4359
7277,2022/06/08 04:00:00+00,Kingston,3223
7278,2022/06/08 04:00:00+00,Needham,3957
7279,2022/06/08 04:00:00+00,Fitchburg,5019
7280,2022/06/08 04:00:00+00,Greenbush,2905
7281,2022/06/08 04:00:00+00,Fairmount,2433
7282,2022/06/09 04:00:00+00,Providence/Stoughton,15133
7283,2022/06/09 04:00:00+00,Newburyport/Rockport,833
7284,2022/06/09 04:00:00+00,Framingham/Worcester,9627
7285,2022/06/09 04:00:00+00,Franklin/Foxboro,6350
7286,2022/06/09 04:00:00+00,Middleborough/Lakeville,3926
7287,2022/06/09 04:00:00+00,Lowell,3919
7288,2022/06/09 04:00:00+00,Haverhill,4051
7289,2022/06/09 04:00:00+00,Kingston,4588
7290,2022/07/05 04:00:00+00,Fitchburg,4001.5
7291,2022/06/10 04:00:00+00,Kingston,3586
7292,2022/06/09 04:00:00+00,Needham,4001
7293,2022/06/09 04:00:00+00,Fitchburg,4569
7294,2022/06/09 04:00:00+00,Greenbush,2806
7295,2022/06/09 04:00:00+00,Fairmount,2136
7296,2022/06/10 04:00:00+00,Providence/Stoughton,14841
7297,2022/06/10 04:00:00+00,Newburyport/Rockport,1790
7298,2022/06/10 04:00:00+00,Framingham/Worcester,8804
7299,2022/06/10 04:00:00+00,Franklin/Foxboro,5653
7300,2022/06/10 04:00:00+00,Middleborough/Lakeville,3292
7301,2022/06/10 04:00:00+00,Lowell,4125
7302,2022/06/10 04:00:00+00,Haverhill,3761
7303,2022/06/23 04:00:00+00,Franklin/Foxboro,7055
7304,2022/07/05 04:00:00+00,Greenbush,2078.5
7305,2022/07/05 04:00:00+00,Fairmount,1678.5
7306,2022/07/06 04:00:00+00,Providence/Stoughton,14515.5
7307,2022/07/06 04:00:00+00,Newburyport/Rockport,9057.5
7308,2022/07/06 04:00:00+00,Framingham/Worcester,9665.5
7309,2022/07/06 04:00:00+00,Franklin/Foxboro,7134
7310,2022/07/06 04:00:00+00,Middleborough/Lakeville,3754
7311,2022/07/06 04:00:00+00,Lowell,5043.5
7312,2022/07/06 04:00:00+00,Haverhill,4462.5
7313,2022/07/06 04:00:00+00,Kingston,3912.5
7314,2022/07/06 04:00:00+00,Needham,2612
7315,2022/07/06 04:00:00+00,Fitchburg,4007.5
7316,2022/07/06 04:00:00+00,Greenbush,1978.5
7317,2022/07/06 04:00:00+00,Fairmount,1659
7318,2022/07/07 04:00:00+00,Providence/Stoughton,15287.5
7319,2022/07/07 04:00:00+00,Newburyport/Rockport,9343.5
7320,2022/07/07 04:00:00+00,Framingham/Worcester,10173.5
7321,2022/07/07 04:00:00+00,Franklin/Foxboro,7058
7322,2022/06/23 04:00:00+00,Middleborough/Lakeville,3865
7323,2022/07/07 04:00:00+00,Middleborough/Lakeville,3216
7324,2022/06/23 04:00:00+00,Lowell,5097
7325,2022/07/07 04:00:00+00,Lowell,5296
7326,2022/06/10 04:00:00+00,Needham,3465
7327,2022/06/23 04:00:00+00,Haverhill,5132
7328,2022/07/07 04:00:00+00,Haverhill,4416.5
7329,2022/06/10 04:00:00+00,Fitchburg,4588
7330,2022/06/19 04:00:00+00,Newburyport/Rockport,3169
7331,2022/06/23 04:00:00+00,Kingston,4463
7332,2022/07/07 04:00:00+00,Kingston,3996
7333,2022/06/27 04:00:00+00,Lowell,4607
7334,2022/06/10 04:00:00+00,Greenbush,2798
7335,2022/06/19 04:00:00+00,Framingham/Worcester,5161
7336,2022/06/23 04:00:00+00,Needham,3768
7337,2022/07/07 04:00:00+00,Needham,2973
7338,2022/06/10 04:00:00+00,Fairmount,2244
7339,2022/06/27 04:00:00+00,Haverhill,4575
7340,2022/06/19 04:00:00+00,Franklin/Foxboro,1070
7341,2022/06/23 04:00:00+00,Fitchburg,4762
7342,2022/07/07 04:00:00+00,Fitchburg,4377
7343,2022/07/01 04:00:00+00,Kingston,3539
7344,2022/06/11 04:00:00+00,Providence/Stoughton,5514
7345,2022/06/27 04:00:00+00,Kingston,3995
7346,2022/06/19 04:00:00+00,Middleborough/Lakeville,1218
7347,2022/06/23 04:00:00+00,Greenbush,2235
7348,2022/07/07 04:00:00+00,Greenbush,2210
7349,2022/07/01 04:00:00+00,Needham,2348.5
7350,2022/06/11 04:00:00+00,Newburyport/Rockport,629
7351,2022/06/27 04:00:00+00,Needham,2834
7352,2022/06/19 04:00:00+00,Lowell,2077
7353,2022/06/23 04:00:00+00,Fairmount,1964
7354,2022/07/07 04:00:00+00,Fairmount,1706.5
7355,2022/07/01 04:00:00+00,Fitchburg,4024.5
7356,2022/06/11 04:00:00+00,Framingham/Worcester,3708
7357,2022/06/27 04:00:00+00,Fitchburg,4573
7358,2022/06/19 04:00:00+00,Haverhill,1846
7359,2022/06/24 04:00:00+00,Providence/Stoughton,14872
7360,2022/07/08 04:00:00+00,Providence/Stoughton,13645
7361,2022/07/01 04:00:00+00,Greenbush,1326.5
7362,2022/06/11 04:00:00+00,Franklin/Foxboro,1198
7363,2022/06/27 04:00:00+00,Greenbush,2502
7364,2022/06/19 04:00:00+00,Kingston,558
7365,2022/06/24 04:00:00+00,Newburyport/Rockport,6804
7366,2022/07/08 04:00:00+00,Newburyport/Rockport,8221.5
7367,2022/07/01 04:00:00+00,Fairmount,1842
7368,2022/06/11 04:00:00+00,Middleborough/Lakeville,1439
7369,2022/06/27 04:00:00+00,Fairmount,1994
7370,2022/06/19 04:00:00+00,Needham,486
7371,2022/06/24 04:00:00+00,Framingham/Worcester,9771
7372,2022/07/08 04:00:00+00,Framingham/Worcester,7932
7373,2022/07/02 04:00:00+00,Providence/Stoughton,5287
7374,2022/06/11 04:00:00+00,Lowell,1471
7375,2022/06/28 04:00:00+00,Providence/Stoughton,15661
7376,2022/06/19 04:00:00+00,Fitchburg,1466
7377,2022/06/24 04:00:00+00,Franklin/Foxboro,5295
7378,2022/07/08 04:00:00+00,Franklin/Foxboro,5815.5
7379,2022/07/02 04:00:00+00,Newburyport/Rockport,5260
7380,2022/06/11 04:00:00+00,Haverhill,1625
7381,2022/06/28 04:00:00+00,Newburyport/Rockport,10652
7382,2022/06/19 04:00:00+00,Greenbush,432
7383,2022/06/24 04:00:00+00,Middleborough/Lakeville,3194
7384,2022/07/08 04:00:00+00,Middleborough/Lakeville,2796.5
7385,2022/07/02 04:00:00+00,Framingham/Worcester,3773
7386,2022/06/11 04:00:00+00,Kingston,677
7387,2022/06/28 04:00:00+00,Framingham/Worcester,9368
7388,2022/06/19 04:00:00+00,Fairmount,462
7389,2022/06/24 04:00:00+00,Lowell,4921
7390,2022/07/08 04:00:00+00,Lowell,5321
7391,2022/07/02 04:00:00+00,Franklin/Foxboro,1177
7392,2022/06/11 04:00:00+00,Needham,605
7393,2022/06/28 04:00:00+00,Franklin/Foxboro,7070
7394,2022/06/20 04:00:00+00,Providence/Stoughton,14991
7395,2022/06/24 04:00:00+00,Haverhill,4184
7396,2022/07/08 04:00:00+00,Haverhill,3555
7397,2022/07/02 04:00:00+00,Middleborough/Lakeville,1228
7398,2022/06/11 04:00:00+00,Fitchburg,2070
7399,2022/06/28 04:00:00+00,Middleborough/Lakeville,3719
7400,2022/06/20 04:00:00+00,Newburyport/Rockport,6208
7401,2022/06/24 04:00:00+00,Kingston,3316
7402,2022/06/24 04:00:00+00,Needham,3214
7403,2022/06/24 04:00:00+00,Fitchburg,4452
7404,2022/06/24 04:00:00+00,Greenbush,1441
7405,2022/06/24 04:00:00+00,Fairmount,1893
7406,2022/06/25 04:00:00+00,Providence/Stoughton,6055
7407,2022/06/25 04:00:00+00,Newburyport/Rockport,5845
7408,2022/06/25 04:00:00+00,Framingham/Worcester,4203
7409,2022/06/25 04:00:00+00,Franklin/Foxboro,987
7410,2022/06/25 04:00:00+00,Middleborough/Lakeville,1414
7411,2022/06/25 04:00:00+00,Lowell,1234
7412,2022/06/25 04:00:00+00,Haverhill,1416
7413,2022/06/25 04:00:00+00,Kingston,710
7414,2022/06/25 04:00:00+00,Needham,520
7415,2022/06/25 04:00:00+00,Fitchburg,1979
7416,2022/06/25 04:00:00+00,Greenbush,420
7417,2022/06/25 04:00:00+00,Fairmount,491
7418,2022/06/26 04:00:00+00,Providence/Stoughton,4658
7419,2022/06/26 04:00:00+00,Newburyport/Rockport,4628
7420,2022/06/26 04:00:00+00,Framingham/Worcester,4259
7421,2022/06/26 04:00:00+00,Franklin/Foxboro,948
7422,2022/06/26 04:00:00+00,Middleborough/Lakeville,1284
7423,2022/06/26 04:00:00+00,Lowell,1326
7424,2022/06/26 04:00:00+00,Haverhill,1214
7425,2022/06/26 04:00:00+00,Kingston,487
7426,2022/06/26 04:00:00+00,Needham,461
7427,2022/06/26 04:00:00+00,Fitchburg,1720
7428,2022/06/26 04:00:00+00,Greenbush,465
7429,2022/06/26 04:00:00+00,Fairmount,399
7430,2022/06/27 04:00:00+00,Providence/Stoughton,14641
7431,2022/06/27 04:00:00+00,Newburyport/Rockport,7629
7432,2022/06/27 04:00:00+00,Framingham/Worcester,9618
7433,2022/06/27 04:00:00+00,Franklin/Foxboro,6111
7434,2022/06/27 04:00:00+00,Middleborough/Lakeville,3356
7435,2022/06/11 04:00:00+00,Greenbush,421
7436,2022/06/12 04:00:00+00,Providence/Stoughton,4870
7437,2022/06/12 04:00:00+00,Newburyport/Rockport,716
7438,2022/06/12 04:00:00+00,Framingham/Worcester,4176
7439,2022/06/12 04:00:00+00,Franklin/Foxboro,962
7440,2022/06/12 04:00:00+00,Middleborough/Lakeville,1214
7441,2022/06/12 04:00:00+00,Lowell,2103
7442,2022/06/12 04:00:00+00,Haverhill,1796
7443,2022/06/12 04:00:00+00,Kingston,595
7444,2022/06/12 04:00:00+00,Needham,514
7445,2022/06/12 04:00:00+00,Fitchburg,1453
7446,2022/06/12 04:00:00+00,Greenbush,389
7447,2022/06/13 04:00:00+00,Providence/Stoughton,15566
7448,2022/06/13 04:00:00+00,Newburyport/Rockport,5801
7449,2022/06/13 04:00:00+00,Framingham/Worcester,8116
7450,2022/06/13 04:00:00+00,Franklin/Foxboro,5779
7451,2022/06/13 04:00:00+00,Middleborough/Lakeville,3636
7452,2022/06/13 04:00:00+00,Lowell,4985
7453,2022/06/13 04:00:00+00,Haverhill,3798
7454,2022/06/13 04:00:00+00,Kingston,4085
7455,2022/06/13 04:00:00+00,Needham,3508
7456,2022/06/13 04:00:00+00,Fitchburg,4868
7457,2022/06/13 04:00:00+00,Greenbush,2378
7458,2022/06/13 04:00:00+00,Fairmount,2165
7459,2022/06/14 04:00:00+00,Providence/Stoughton,17101
7460,2022/06/14 04:00:00+00,Newburyport/Rockport,5364
7461,2022/06/14 04:00:00+00,Framingham/Worcester,11035
7462,2022/06/14 04:00:00+00,Franklin/Foxboro,7174
7463,2022/06/14 04:00:00+00,Middleborough/Lakeville,4177
7464,2022/06/14 04:00:00+00,Lowell,4310
7465,2022/06/14 04:00:00+00,Haverhill,3817
7466,2022/06/14 04:00:00+00,Kingston,4568
7467,2022/06/14 04:00:00+00,Needham,3906
7468,2022/06/14 04:00:00+00,Fitchburg,4464
7469,2022/06/14 04:00:00+00,Greenbush,3079
7470,2022/07/02 04:00:00+00,Lowell,1190
7471,2022/07/02 04:00:00+00,Haverhill,1472
7472,2022/07/02 04:00:00+00,Kingston,579
7473,2022/07/02 04:00:00+00,Needham,458
7474,2022/07/02 04:00:00+00,Fitchburg,1444
7475,2022/07/02 04:00:00+00,Greenbush,513
7476,2022/07/02 04:00:00+00,Fairmount,495
7477,2022/07/03 04:00:00+00,Providence/Stoughton,4293
7478,2022/07/03 04:00:00+00,Newburyport/Rockport,5127
7479,2022/07/03 04:00:00+00,Framingham/Worcester,2610
7480,2022/07/03 04:00:00+00,Franklin/Foxboro,1161
7481,2022/07/03 04:00:00+00,Middleborough/Lakeville,1201
7482,2022/07/03 04:00:00+00,Lowell,1352
7483,2022/07/03 04:00:00+00,Haverhill,1433
7484,2022/07/03 04:00:00+00,Kingston,598
7485,2022/07/08 04:00:00+00,Kingston,3405
7486,2022/07/03 04:00:00+00,Needham,374
7487,2022/06/28 04:00:00+00,Lowell,5582
7488,2022/07/08 04:00:00+00,Needham,2440
7489,2022/06/20 04:00:00+00,Framingham/Worcester,8454
7490,2022/07/03 04:00:00+00,Fitchburg,1811
7491,2022/06/28 04:00:00+00,Haverhill,4589
7492,2022/07/08 04:00:00+00,Fitchburg,4317.5
7493,2022/06/20 04:00:00+00,Franklin/Foxboro,4436
7494,2022/07/03 04:00:00+00,Greenbush,391
7495,2022/06/28 04:00:00+00,Kingston,4119
7496,2022/07/08 04:00:00+00,Greenbush,1614.5
7497,2022/06/20 04:00:00+00,Middleborough/Lakeville,2414
7498,2022/07/03 04:00:00+00,Fairmount,412
7499,2022/06/28 04:00:00+00,Needham,3511
7500,2022/07/08 04:00:00+00,Fairmount,1690.5
7501,2022/06/20 04:00:00+00,Lowell,4438
7502,2022/07/04 04:00:00+00,Providence/Stoughton,5676
7503,2022/06/28 04:00:00+00,Fitchburg,4693
7504,2022/07/09 04:00:00+00,Providence/Stoughton,4534
7505,2022/06/20 04:00:00+00,Haverhill,3506
7506,2022/07/04 04:00:00+00,Newburyport/Rockport,4973
7507,2022/06/28 04:00:00+00,Greenbush,2553
7508,2022/07/09 04:00:00+00,Newburyport/Rockport,4156
7509,2022/07/09 04:00:00+00,Framingham/Worcester,4660
7510,2022/07/09 04:00:00+00,Franklin/Foxboro,1621
7511,2022/07/09 04:00:00+00,Middleborough/Lakeville,1429
7512,2022/07/09 04:00:00+00,Lowell,1063
7513,2022/07/09 04:00:00+00,Haverhill,1279
7514,2022/07/09 04:00:00+00,Kingston,811
7515,2022/07/09 04:00:00+00,Needham,434
7516,2022/07/09 04:00:00+00,Fitchburg,1839
7517,2022/07/09 04:00:00+00,Greenbush,555
7518,2022/06/28 04:00:00+00,Fairmount,2017
7519,2022/06/29 04:00:00+00,Providence/Stoughton,15356
7520,2022/06/29 04:00:00+00,Newburyport/Rockport,8608
7521,2022/06/29 04:00:00+00,Framingham/Worcester,9158
7522,2022/06/29 04:00:00+00,Franklin/Foxboro,7098
7523,2022/06/29 04:00:00+00,Middleborough/Lakeville,3735
7524,2022/06/29 04:00:00+00,Lowell,6002
7525,2022/06/29 04:00:00+00,Haverhill,4633
7526,2022/06/29 04:00:00+00,Kingston,4247
7527,2022/06/29 04:00:00+00,Needham,3071
7528,2022/06/29 04:00:00+00,Fitchburg,5105
7529,2022/06/29 04:00:00+00,Greenbush,2106
7530,2022/06/29 04:00:00+00,Fairmount,1905
7531,2022/06/30 04:00:00+00,Providence/Stoughton,15371
7532,2022/06/30 04:00:00+00,Newburyport/Rockport,7198
7533,2022/06/30 04:00:00+00,Framingham/Worcester,9084
7534,2022/06/30 04:00:00+00,Franklin/Foxboro,6101
7535,2022/06/30 04:00:00+00,Middleborough/Lakeville,3779
7536,2022/06/30 04:00:00+00,Lowell,5614
7537,2022/06/30 04:00:00+00,Haverhill,4279
7538,2022/06/30 04:00:00+00,Kingston,3691
7539,2022/06/30 04:00:00+00,Needham,3321
7540,2022/06/30 04:00:00+00,Fitchburg,4231
7541,2022/06/30 04:00:00+00,Greenbush,2185
7542,2022/06/30 04:00:00+00,Fairmount,1876
7543,2022/07/01 04:00:00+00,Providence/Stoughton,13215.5
7544,2022/07/01 04:00:00+00,Newburyport/Rockport,8092
7545,2022/07/01 04:00:00+00,Framingham/Worcester,8392
7546,2022/07/01 04:00:00+00,Franklin/Foxboro,4439.5
7547,2022/07/01 04:00:00+00,Middleborough/Lakeville,2711
7548,2022/07/01 04:00:00+00,Lowell,5496.5
7549,2022/07/01 04:00:00+00,Haverhill,4041.5
7550,2022/07/04 04:00:00+00,Framingham/Worcester,4584
7551,2022/07/04 04:00:00+00,Franklin/Foxboro,1438
7552,2022/07/04 04:00:00+00,Middleborough/Lakeville,1459
7553,2022/07/04 04:00:00+00,Lowell,1306
7554,2022/07/04 04:00:00+00,Haverhill,1615
7555,2022/07/04 04:00:00+00,Kingston,642
7556,2022/07/04 04:00:00+00,Needham,456
7557,2022/07/04 04:00:00+00,Fitchburg,1251
7558,2022/07/04 04:00:00+00,Greenbush,618
7559,2022/07/04 04:00:00+00,Fairmount,404
7560,2022/07/05 04:00:00+00,Providence/Stoughton,14529.5
7561,2022/07/05 04:00:00+00,Newburyport/Rockport,9097.5
7562,2022/07/05 04:00:00+00,Framingham/Worcester,9550
7563,2022/07/05 04:00:00+00,Franklin/Foxboro,6218
7564,2022/07/05 04:00:00+00,Middleborough/Lakeville,3833
7565,2022/07/05 04:00:00+00,Lowell,5300
7566,2022/07/05 04:00:00+00,Haverhill,4080.5
7567,2022/07/05 04:00:00+00,Kingston,3836.5
7568,2022/07/05 04:00:00+00,Needham,2435.5
7569,2022/06/20 04:00:00+00,Kingston,2040
7570,2022/06/20 04:00:00+00,Needham,2101
7571,2022/06/20 04:00:00+00,Fitchburg,4028
7572,2022/06/20 04:00:00+00,Greenbush,1126
7573,2022/06/20 04:00:00+00,Fairmount,1750
7574,2022/06/21 04:00:00+00,Providence/Stoughton,16379
7575,2022/06/21 04:00:00+00,Newburyport/Rockport,7712
7576,2022/06/21 04:00:00+00,Framingham/Worcester,10948
7577,2022/06/21 04:00:00+00,Franklin/Foxboro,6831
7578,2022/06/21 04:00:00+00,Middleborough/Lakeville,4200
7579,2022/06/21 04:00:00+00,Lowell,5266
7580,2022/06/21 04:00:00+00,Haverhill,4943
7581,2022/06/21 04:00:00+00,Kingston,4457
7582,2022/06/21 04:00:00+00,Needham,4135
7583,2022/06/21 04:00:00+00,Fitchburg,4797
7584,2022/06/21 04:00:00+00,Greenbush,2185
7585,2022/06/21 04:00:00+00,Fairmount,2154
7586,2022/06/22 04:00:00+00,Providence/Stoughton,16874
7587,2022/06/22 04:00:00+00,Newburyport/Rockport,7918
7588,2022/06/22 04:00:00+00,Framingham/Worcester,11085
7589,2022/06/22 04:00:00+00,Franklin/Foxboro,7147
7590,2022/06/22 04:00:00+00,Middleborough/Lakeville,4008
7591,2022/06/22 04:00:00+00,Lowell,5323
7592,2022/06/22 04:00:00+00,Haverhill,5416
7593,2022/06/22 04:00:00+00,Kingston,3576
7594,2022/06/22 04:00:00+00,Needham,3318
7595,2022/06/22 04:00:00+00,Fitchburg,4925
7596,2022/06/22 04:00:00+00,Greenbush,2255
7597,2022/06/22 04:00:00+00,Fairmount,2037
7598,2022/06/23 04:00:00+00,Providence/Stoughton,15813
7599,2022/06/23 04:00:00+00,Newburyport/Rockport,12372
7600,2022/06/23 04:00:00+00,Framingham/Worcester,10197
7601,2022/07/26 04:00:00+00,Fitchburg,3570
7602,2022/07/26 04:00:00+00,Greenbush,1877
7603,2022/07/26 04:00:00+00,Fairmount,1825
7604,2022/07/27 04:00:00+00,Providence/Stoughton,16889
7605,2022/07/27 04:00:00+00,Newburyport/Rockport,7313
7606,2022/07/27 04:00:00+00,Framingham/Worcester,10541
7607,2022/07/27 04:00:00+00,Franklin/Foxboro,7444
7608,2022/07/27 04:00:00+00,Middleborough/Lakeville,3565
7609,2022/07/27 04:00:00+00,Lowell,4456
7610,2022/07/27 04:00:00+00,Haverhill,4623
7611,2022/07/27 04:00:00+00,Kingston,3467
7612,2022/07/27 04:00:00+00,Needham,3364
7613,2022/07/27 04:00:00+00,Fitchburg,3697
7614,2022/07/27 04:00:00+00,Greenbush,2046
7615,2022/07/27 04:00:00+00,Fairmount,1939
7616,2022/07/28 04:00:00+00,Providence/Stoughton,16425
7617,2022/07/28 04:00:00+00,Newburyport/Rockport,8393
7618,2022/07/28 04:00:00+00,Framingham/Worcester,10875
7619,2022/07/28 04:00:00+00,Franklin/Foxboro,7440
7620,2022/07/28 04:00:00+00,Middleborough/Lakeville,3768
7621,2022/07/28 04:00:00+00,Lowell,4569
7622,2022/07/28 04:00:00+00,Haverhill,4669
7623,2022/07/28 04:00:00+00,Kingston,3405
7624,2022/07/28 04:00:00+00,Needham,3483
7625,2022/07/28 04:00:00+00,Fitchburg,3853
7626,2022/07/28 04:00:00+00,Greenbush,2390
7627,2022/07/28 04:00:00+00,Fairmount,1947
7628,2022/07/29 04:00:00+00,Providence/Stoughton,13908
7629,2022/07/29 04:00:00+00,Newburyport/Rockport,8012
7630,2022/07/29 04:00:00+00,Framingham/Worcester,8735
7631,2022/07/29 04:00:00+00,Franklin/Foxboro,5601
7632,2022/07/29 04:00:00+00,Middleborough/Lakeville,3112
7633,2022/07/29 04:00:00+00,Lowell,4114
7634,2022/07/29 04:00:00+00,Haverhill,4127
