ObjectId,service_date,line,estimated_boardings
2750,2021/05/12 04:00:00+00,Needham,998
2751,2021/04/19 04:00:00+00,Providence/Stoughton,3495
2752,2021/04/12 04:00:00+00,Newburyport/Rockport,2701.5
2753,2021/05/19 04:00:00+00,Needham,1058
2754,2021/04/30 04:00:00+00,Franklin/Foxboro,1495
2755,2021/05/06 04:00:00+00,Needham,677
2756,2021/05/12 04:00:00+00,Fitchburg,923
2757,2021/04/19 04:00:00+00,Newburyport/Rockport,2509.5
2758,2021/04/12 04:00:00+00,Framingham/Worcester,2363.5
2759,2021/04/30 04:00:00+00,Middleborough/Lakeville,1356
2760,2021/05/06 04:00:00+00,Fitchburg,900
2761,2021/05/12 04:00:00+00,Greenbush,1203
2762,2021/04/19 04:00:00+00,Framingham/Worcester,2415.5
2763,2021/04/12 04:00:00+00,Franklin/Foxboro,1392
2764,2021/04/30 04:00:00+00,Lowell,1371
2765,2021/05/06 04:00:00+00,Greenbush,762
2766,2021/05/12 04:00:00+00,Fairmount,1145
2767,2021/04/19 04:00:00+00,Franklin/Foxboro,1285
2768,2021/04/12 04:00:00+00,Middleborough/Lakeville,1101
2769,2021/04/30 04:00:00+00,Haverhill,1216
2770,2021/05/06 04:00:00+00,Fairmount,952
2771,2021/05/13 04:00:00+00,Providence/Stoughton,4304
2772,2021/04/19 04:00:00+00,Middleborough/Lakeville,976.5
2773,2021/05/07 04:00:00+00,Providence/Stoughton,4565
2774,2021/04/12 04:00:00+00,Lowell,1250
2775,2021/05/07 04:00:00+00,Newburyport/Rockport,3530
2776,2021/04/12 04:00:00+00,Haverhill,1186
2777,2021/05/13 04:00:00+00,Newburyport/Rockport,3697
2778,2021/04/30 04:00:00+00,Kingston,770.5
2779,2021/05/07 04:00:00+00,Framingham/Worcester,2656
2780,2021/05/13 04:00:00+00,Framingham/Worcester,2712
2781,2021/04/19 04:00:00+00,Lowell,1085
2782,2021/04/19 04:00:00+00,Haverhill,1239.5
2783,2021/04/19 04:00:00+00,Kingston,674.5
2784,2021/04/19 04:00:00+00,Needham,601.5
2785,2021/04/19 04:00:00+00,Greenbush,520
2786,2021/04/19 04:00:00+00,Fairmount,595
2787,2021/04/20 04:00:00+00,Providence/Stoughton,4157
2788,2021/04/20 04:00:00+00,Newburyport/Rockport,3553.5
2789,2021/05/07 04:00:00+00,Franklin/Foxboro,1709
2790,2021/05/07 04:00:00+00,Middleborough/Lakeville,1497
2791,2021/05/13 04:00:00+00,Franklin/Foxboro,1705
2792,2021/05/13 04:00:00+00,Middleborough/Lakeville,1319
2793,2021/05/13 04:00:00+00,Lowell,1627
2794,2021/05/13 04:00:00+00,Haverhill,1488
2795,2021/04/30 04:00:00+00,Needham,558
2796,2021/04/30 04:00:00+00,Greenbush,506.5
2797,2021/04/30 04:00:00+00,Fairmount,672
2798,2021/05/03 04:00:00+00,Providence/Stoughton,2838.5
2799,2021/05/03 04:00:00+00,Newburyport/Rockport,2915
2800,2021/05/03 04:00:00+00,Framingham/Worcester,1804.5
2801,2021/06/16 04:00:00+00,Greenbush,822
2802,2021/06/16 04:00:00+00,Fairmount,1092
2803,2021/06/17 04:00:00+00,Providence/Stoughton,5919
2804,2021/06/17 04:00:00+00,Newburyport/Rockport,5235
2805,2021/06/17 04:00:00+00,Framingham/Worcester,3842
2806,2021/06/17 04:00:00+00,Franklin/Foxboro,2170
2807,2021/06/17 04:00:00+00,Middleborough/Lakeville,1842
2808,2021/06/17 04:00:00+00,Lowell,1977
2809,2021/06/17 04:00:00+00,Haverhill,2407
2810,2021/06/17 04:00:00+00,Kingston,1617
2811,2021/06/17 04:00:00+00,Needham,1146
2812,2021/06/17 04:00:00+00,Fitchburg,1980
2813,2021/06/17 04:00:00+00,Greenbush,907
2814,2021/06/17 04:00:00+00,Fairmount,991
2815,2021/06/18 04:00:00+00,Providence/Stoughton,5333
2816,2021/06/18 04:00:00+00,Newburyport/Rockport,5201
2817,2021/06/18 04:00:00+00,Framingham/Worcester,3689
2818,2021/06/18 04:00:00+00,Franklin/Foxboro,1636
2819,2021/06/18 04:00:00+00,Middleborough/Lakeville,1347
2820,2021/06/18 04:00:00+00,Lowell,2370
2821,2021/06/18 04:00:00+00,Haverhill,2337
2822,2021/06/18 04:00:00+00,Kingston,1206
2823,2021/06/18 04:00:00+00,Needham,1019
2824,2021/06/18 04:00:00+00,Fitchburg,2290
2825,2021/06/18 04:00:00+00,Greenbush,781
2826,2021/06/18 04:00:00+00,Fairmount,796
2827,2021/06/21 04:00:00+00,Providence/Stoughton,5632
2828,2021/06/21 04:00:00+00,Newburyport/Rockport,6050
2829,2021/06/21 04:00:00+00,Framingham/Worcester,3634
2830,2021/06/21 04:00:00+00,Franklin/Foxboro,1983
2831,2021/06/21 04:00:00+00,Middleborough/Lakeville,1776
2832,2021/06/21 04:00:00+00,Lowell,2461
2833,2021/06/21 04:00:00+00,Haverhill,2482
2834,2021/06/21 04:00:00+00,Kingston,1376
2835,2021/06/21 04:00:00+00,Needham,1045
2836,2021/06/21 04:00:00+00,Fitchburg,1926
2837,2021/06/21 04:00:00+00,Greenbush,986
2838,2021/06/21 04:00:00+00,Fairmount,985
2839,2021/06/22 04:00:00+00,Providence/Stoughton,5283
2840,2021/06/22 04:00:00+00,Newburyport/Rockport,5433
2841,2021/06/22 04:00:00+00,Framingham/Worcester,2415
2842,2021/06/22 04:00:00+00,Franklin/Foxboro,2332
2843,2021/06/22 04:00:00+00,Middleborough/Lakeville,1649
2844,2021/06/22 04:00:00+00,Lowell,2294
2845,2021/06/22 04:00:00+00,Haverhill,1985
2846,2021/06/22 04:00:00+00,Kingston,1483
2847,2021/06/22 04:00:00+00,Needham,1042
2848,2021/06/22 04:00:00+00,Fitchburg,1911
2849,2021/06/22 04:00:00+00,Greenbush,1090
2850,2021/06/22 04:00:00+00,Fairmount,942
2851,2021/05/25 04:00:00+00,Fairmount,1041.5
2852,2021/05/26 04:00:00+00,Providence/Stoughton,5231.5
2853,2021/05/26 04:00:00+00,Newburyport/Rockport,4502
2854,2021/05/26 04:00:00+00,Framingham/Worcester,3145
2855,2021/05/26 04:00:00+00,Franklin/Foxboro,1777
2856,2021/05/26 04:00:00+00,Middleborough/Lakeville,1538.5
2857,2021/05/26 04:00:00+00,Lowell,1937
2858,2021/05/26 04:00:00+00,Haverhill,1789
2859,2021/05/26 04:00:00+00,Kingston,1215
2860,2021/05/26 04:00:00+00,Needham,1057.5
2861,2021/05/26 04:00:00+00,Fitchburg,1464
2862,2021/05/26 04:00:00+00,Greenbush,1139
2863,2021/05/26 04:00:00+00,Fairmount,1153
2864,2021/05/27 04:00:00+00,Providence/Stoughton,5126
2865,2021/05/27 04:00:00+00,Newburyport/Rockport,4273.5
2866,2021/05/27 04:00:00+00,Framingham/Worcester,2945
2867,2021/05/27 04:00:00+00,Franklin/Foxboro,2038
2868,2021/05/27 04:00:00+00,Middleborough/Lakeville,1520
2869,2021/05/27 04:00:00+00,Lowell,1716.5
2870,2021/05/27 04:00:00+00,Haverhill,1614.5
2871,2021/05/27 04:00:00+00,Kingston,1317
2872,2021/05/27 04:00:00+00,Needham,1110
2873,2021/05/27 04:00:00+00,Fitchburg,1551
2874,2021/05/27 04:00:00+00,Greenbush,1227
2875,2021/05/27 04:00:00+00,Fairmount,1085
2876,2021/05/28 04:00:00+00,Providence/Stoughton,4522.5
2877,2021/05/28 04:00:00+00,Newburyport/Rockport,4188.5
2878,2021/05/28 04:00:00+00,Framingham/Worcester,2783.5
2879,2021/05/28 04:00:00+00,Franklin/Foxboro,1678
2880,2021/05/28 04:00:00+00,Middleborough/Lakeville,1565
2881,2021/05/28 04:00:00+00,Lowell,1462.5
2882,2021/05/28 04:00:00+00,Haverhill,1317.5
2883,2021/05/28 04:00:00+00,Kingston,1095.5
2884,2021/05/28 04:00:00+00,Needham,888.5
2885,2021/05/28 04:00:00+00,Fitchburg,1705
2886,2021/05/28 04:00:00+00,Greenbush,844
2887,2021/05/28 04:00:00+00,Fairmount,1026
2888,2021/05/29 04:00:00+00,Providence/Stoughton,3503
2889,2021/05/29 04:00:00+00,Newburyport/Rockport,2295
2890,2021/05/29 04:00:00+00,Framingham/Worcester,2065
2891,2021/05/29 04:00:00+00,Middleborough/Lakeville,553
2892,2021/05/29 04:00:00+00,Fairmount,331
2893,2021/05/30 04:00:00+00,Providence/Stoughton,1933
2894,2021/05/30 04:00:00+00,Newburyport/Rockport,2199
2895,2021/05/30 04:00:00+00,Framingham/Worcester,1737
2896,2021/05/30 04:00:00+00,Middleborough/Lakeville,1170
2897,2021/05/30 04:00:00+00,Fairmount,662
2898,2021/05/31 04:00:00+00,Providence/Stoughton,2156
2899,2021/05/31 04:00:00+00,Newburyport/Rockport,2164
2900,2021/05/31 04:00:00+00,Framingham/Worcester,1394
2901,2021/05/31 04:00:00+00,Franklin/Foxboro,515
2902,2021/06/10 04:00:00+00,Needham,1017
2903,2021/06/23 04:00:00+00,Providence/Stoughton,5744
2904,2021/07/03 04:00:00+00,Middleborough/Lakeville,873
2905,2021/06/04 04:00:00+00,Haverhill,1887
2906,2021/06/29 04:00:00+00,Framingham/Worcester,3759
2907,2021/06/23 04:00:00+00,Newburyport/Rockport,5954
2908,2021/06/29 04:00:00+00,Franklin/Foxboro,2043
2909,2021/06/04 04:00:00+00,Kingston,1353
2910,2021/06/23 04:00:00+00,Framingham/Worcester,3615
2911,2021/06/10 04:00:00+00,Fitchburg,1839
2912,2021/06/29 04:00:00+00,Middleborough/Lakeville,1745
2913,2021/05/31 04:00:00+00,Middleborough/Lakeville,658
2914,2021/06/04 04:00:00+00,Needham,887
2915,2021/07/03 04:00:00+00,Lowell,527
2916,2021/06/23 04:00:00+00,Franklin/Foxboro,2052
2917,2021/06/10 04:00:00+00,Greenbush,1289
2918,2021/06/29 04:00:00+00,Lowell,2196
2919,2021/05/31 04:00:00+00,Lowell,250
2920,2021/06/04 04:00:00+00,Fitchburg,1554
2921,2021/07/03 04:00:00+00,Haverhill,565
2922,2021/06/23 04:00:00+00,Middleborough/Lakeville,1438
2923,2021/06/10 04:00:00+00,Fairmount,864
2924,2021/06/29 04:00:00+00,Haverhill,2078
2925,2021/05/31 04:00:00+00,Haverhill,562
2926,2021/06/04 04:00:00+00,Greenbush,1047
2927,2021/07/03 04:00:00+00,Kingston,544
2928,2021/06/23 04:00:00+00,Lowell,2251
2929,2021/06/11 04:00:00+00,Providence/Stoughton,5343
2930,2021/06/29 04:00:00+00,Kingston,1613
2931,2021/05/31 04:00:00+00,Kingston,315
2932,2021/06/04 04:00:00+00,Fairmount,940
2933,2021/07/03 04:00:00+00,Needham,157
2934,2021/06/23 04:00:00+00,Haverhill,2303
2935,2021/06/11 04:00:00+00,Newburyport/Rockport,6363
2936,2021/06/29 04:00:00+00,Needham,1168
2937,2021/05/31 04:00:00+00,Fitchburg,514
2938,2021/06/07 04:00:00+00,Providence/Stoughton,4905
2939,2021/07/03 04:00:00+00,Fitchburg,466
2940,2021/06/23 04:00:00+00,Kingston,1405
2941,2021/06/11 04:00:00+00,Framingham/Worcester,4120
2942,2021/06/29 04:00:00+00,Fitchburg,2035
2943,2021/05/31 04:00:00+00,Greenbush,165
2944,2021/06/07 04:00:00+00,Newburyport/Rockport,5115
2945,2021/07/03 04:00:00+00,Greenbush,352
2946,2021/06/23 04:00:00+00,Needham,1179
2947,2021/06/11 04:00:00+00,Franklin/Foxboro,2150
2948,2021/06/29 04:00:00+00,Greenbush,1078
2949,2021/05/31 04:00:00+00,Fairmount,366
2950,2021/06/07 04:00:00+00,Framingham/Worcester,3411
2951,2021/07/03 04:00:00+00,Fairmount,267
2952,2021/06/23 04:00:00+00,Fitchburg,2175
2953,2021/06/11 04:00:00+00,Middleborough/Lakeville,1336
2954,2021/06/29 04:00:00+00,Fairmount,949
2955,2021/06/01 04:00:00+00,Providence/Stoughton,5131
2956,2021/06/07 04:00:00+00,Franklin/Foxboro,1876
2957,2021/07/04 04:00:00+00,Providence/Stoughton,2440
2958,2021/06/23 04:00:00+00,Greenbush,1061
2959,2021/06/11 04:00:00+00,Lowell,2393
2960,2021/06/30 04:00:00+00,Providence/Stoughton,5874
2961,2021/06/01 04:00:00+00,Newburyport/Rockport,4663
2962,2021/06/07 04:00:00+00,Middleborough/Lakeville,1580
2963,2021/07/04 04:00:00+00,Newburyport/Rockport,3001
2964,2021/06/23 04:00:00+00,Fairmount,630
2965,2021/06/11 04:00:00+00,Haverhill,1916
2966,2021/06/30 04:00:00+00,Newburyport/Rockport,5550
2967,2021/06/01 04:00:00+00,Framingham/Worcester,2970
2968,2021/06/07 04:00:00+00,Lowell,2211
2969,2021/07/04 04:00:00+00,Framingham/Worcester,1772
2970,2021/06/24 04:00:00+00,Providence/Stoughton,5169
2971,2021/06/11 04:00:00+00,Kingston,1350
2972,2021/06/30 04:00:00+00,Framingham/Worcester,3627
2973,2021/06/01 04:00:00+00,Franklin/Foxboro,1837
2974,2021/06/07 04:00:00+00,Haverhill,1789
2975,2021/07/04 04:00:00+00,Franklin/Foxboro,721
2976,2021/06/24 04:00:00+00,Newburyport/Rockport,5831
2977,2021/06/11 04:00:00+00,Needham,1214
2978,2021/06/30 04:00:00+00,Franklin/Foxboro,2441
2979,2021/06/01 04:00:00+00,Middleborough/Lakeville,1681
2980,2021/06/07 04:00:00+00,Kingston,1198
2981,2021/07/04 04:00:00+00,Middleborough/Lakeville,875
2982,2021/06/24 04:00:00+00,Framingham/Worcester,3366
2983,2021/06/11 04:00:00+00,Fitchburg,1640
2984,2021/06/30 04:00:00+00,Middleborough/Lakeville,1654
2985,2021/06/01 04:00:00+00,Lowell,1856
2986,2021/06/01 04:00:00+00,Haverhill,1576
2987,2021/06/01 04:00:00+00,Kingston,1279
2988,2021/06/01 04:00:00+00,Needham,1215
2989,2021/06/01 04:00:00+00,Fitchburg,1534
2990,2021/06/01 04:00:00+00,Greenbush,1210
2991,2021/06/01 04:00:00+00,Fairmount,1105
2992,2021/06/02 04:00:00+00,Providence/Stoughton,5183
2993,2021/06/02 04:00:00+00,Newburyport/Rockport,3675
2994,2021/06/02 04:00:00+00,Framingham/Worcester,2913
2995,2021/06/02 04:00:00+00,Franklin/Foxboro,1959
2996,2021/06/02 04:00:00+00,Middleborough/Lakeville,1790
2997,2021/06/02 04:00:00+00,Lowell,1866
2998,2021/06/02 04:00:00+00,Haverhill,1419
2999,2021/06/02 04:00:00+00,Kingston,1397
3000,2021/06/02 04:00:00+00,Needham,1192
3001,2021/06/02 04:00:00+00,Fitchburg,1636
3002,2021/06/02 04:00:00+00,Greenbush,1321
3003,2021/06/02 04:00:00+00,Fairmount,988
3004,2021/06/03 04:00:00+00,Providence/Stoughton,5353
3005,2021/06/03 04:00:00+00,Newburyport/Rockport,4239
3006,2021/06/03 04:00:00+00,Framingham/Worcester,2918
3007,2021/06/03 04:00:00+00,Franklin/Foxboro,1862
3008,2021/06/03 04:00:00+00,Middleborough/Lakeville,1691
3009,2021/06/03 04:00:00+00,Lowell,1907
3010,2021/06/03 04:00:00+00,Haverhill,1892
3011,2021/06/03 04:00:00+00,Kingston,1395
3012,2021/06/03 04:00:00+00,Needham,1216
3013,2021/06/03 04:00:00+00,Fitchburg,1612
3014,2021/06/03 04:00:00+00,Greenbush,1161
3015,2021/06/03 04:00:00+00,Fairmount,1231
3016,2021/06/04 04:00:00+00,Providence/Stoughton,4720
3017,2021/06/04 04:00:00+00,Newburyport/Rockport,4761
3018,2021/06/04 04:00:00+00,Framingham/Worcester,2954
3019,2021/06/04 04:00:00+00,Franklin/Foxboro,1834
3020,2021/06/04 04:00:00+00,Middleborough/Lakeville,1558
3021,2021/06/04 04:00:00+00,Lowell,1793
3022,2021/06/30 04:00:00+00,Lowell,2208
3023,2021/06/30 04:00:00+00,Haverhill,2164
3024,2021/06/30 04:00:00+00,Kingston,1116
3025,2021/06/30 04:00:00+00,Needham,1125
3026,2021/06/30 04:00:00+00,Fitchburg,2213
3027,2021/06/30 04:00:00+00,Greenbush,902
3028,2021/06/30 04:00:00+00,Fairmount,790
3029,2021/07/01 04:00:00+00,Providence/Stoughton,6073
3030,2021/07/01 04:00:00+00,Newburyport/Rockport,6146
3031,2021/07/01 04:00:00+00,Framingham/Worcester,3989
3032,2021/07/01 04:00:00+00,Franklin/Foxboro,2277
3033,2021/07/01 04:00:00+00,Middleborough/Lakeville,1706
3034,2021/07/01 04:00:00+00,Lowell,2488
3035,2021/07/01 04:00:00+00,Haverhill,2594
3036,2021/07/01 04:00:00+00,Kingston,1332
3037,2021/07/01 04:00:00+00,Needham,1239
3038,2021/07/01 04:00:00+00,Fitchburg,1938
3039,2021/07/01 04:00:00+00,Greenbush,1071
3040,2021/07/01 04:00:00+00,Fairmount,1011
3041,2021/07/02 04:00:00+00,Providence/Stoughton,5321
3042,2021/07/02 04:00:00+00,Newburyport/Rockport,5157
3043,2021/07/02 04:00:00+00,Framingham/Worcester,2743
3044,2021/07/02 04:00:00+00,Franklin/Foxboro,1730
3045,2021/07/02 04:00:00+00,Middleborough/Lakeville,1688
3046,2021/07/02 04:00:00+00,Lowell,2306
3047,2021/07/02 04:00:00+00,Haverhill,1969
3048,2021/06/24 04:00:00+00,Franklin/Foxboro,1882
3049,2021/07/02 04:00:00+00,Kingston,1413
3050,2021/06/11 04:00:00+00,Greenbush,945
3051,2021/07/04 04:00:00+00,Lowell,688
3052,2021/06/24 04:00:00+00,Middleborough/Lakeville,1857
3053,2021/07/02 04:00:00+00,Needham,1051
3054,2021/06/07 04:00:00+00,Needham,1034
3055,2021/06/11 04:00:00+00,Fairmount,1066
3056,2021/07/04 04:00:00+00,Haverhill,861
3057,2021/06/24 04:00:00+00,Lowell,2259
3058,2021/07/02 04:00:00+00,Fitchburg,1906
3059,2021/06/07 04:00:00+00,Fitchburg,1771
3060,2021/06/14 04:00:00+00,Providence/Stoughton,5567
3061,2021/07/04 04:00:00+00,Kingston,475
3062,2021/06/24 04:00:00+00,Haverhill,2085
3063,2021/07/02 04:00:00+00,Greenbush,764
3064,2021/06/07 04:00:00+00,Greenbush,1108
3065,2021/06/14 04:00:00+00,Newburyport/Rockport,4520
3066,2021/07/04 04:00:00+00,Needham,169
3067,2021/06/24 04:00:00+00,Kingston,1689
3068,2021/07/02 04:00:00+00,Fairmount,971
3069,2021/06/07 04:00:00+00,Fairmount,966
3070,2021/06/14 04:00:00+00,Framingham/Worcester,3468
3071,2021/07/04 04:00:00+00,Fitchburg,644
3072,2021/06/24 04:00:00+00,Needham,1124
3073,2021/07/03 04:00:00+00,Providence/Stoughton,2098
3074,2021/06/08 04:00:00+00,Providence/Stoughton,4520
3075,2021/06/14 04:00:00+00,Franklin/Foxboro,2266
3076,2021/07/04 04:00:00+00,Greenbush,380
3077,2021/06/24 04:00:00+00,Fitchburg,1890
3078,2021/07/03 04:00:00+00,Newburyport/Rockport,2539
3079,2021/06/08 04:00:00+00,Newburyport/Rockport,4939
3080,2021/06/14 04:00:00+00,Middleborough/Lakeville,1853
3081,2021/07/04 04:00:00+00,Fairmount,390
3082,2021/06/24 04:00:00+00,Greenbush,931
3083,2021/07/03 04:00:00+00,Framingham/Worcester,1200
3084,2021/06/08 04:00:00+00,Framingham/Worcester,3467
3085,2021/06/14 04:00:00+00,Lowell,1901
3086,2021/07/05 04:00:00+00,Providence/Stoughton,2040
3087,2021/06/24 04:00:00+00,Fairmount,986
3088,2021/07/03 04:00:00+00,Franklin/Foxboro,552
3089,2021/06/08 04:00:00+00,Franklin/Foxboro,2329
3090,2021/06/14 04:00:00+00,Haverhill,1780
3091,2021/07/05 04:00:00+00,Newburyport/Rockport,2604
3092,2021/06/25 04:00:00+00,Providence/Stoughton,5302
3093,2021/06/25 04:00:00+00,Newburyport/Rockport,5166
3094,2021/06/25 04:00:00+00,Framingham/Worcester,4315
3095,2021/06/25 04:00:00+00,Franklin/Foxboro,1852
3096,2021/06/25 04:00:00+00,Middleborough/Lakeville,1322
3097,2021/06/25 04:00:00+00,Lowell,2065
3098,2021/06/25 04:00:00+00,Haverhill,2122
3099,2021/06/25 04:00:00+00,Kingston,1485
3100,2021/06/25 04:00:00+00,Needham,1079
3101,2021/06/25 04:00:00+00,Fitchburg,2284
3102,2021/06/25 04:00:00+00,Greenbush,983
3103,2021/06/25 04:00:00+00,Fairmount,656
3104,2021/06/28 04:00:00+00,Providence/Stoughton,5263
3105,2021/06/28 04:00:00+00,Newburyport/Rockport,5770
3106,2021/06/28 04:00:00+00,Framingham/Worcester,4076
3107,2021/06/28 04:00:00+00,Franklin/Foxboro,1955
3108,2021/06/28 04:00:00+00,Middleborough/Lakeville,1270
3109,2021/06/28 04:00:00+00,Lowell,2603
3110,2021/06/28 04:00:00+00,Haverhill,1629
3111,2021/06/28 04:00:00+00,Kingston,1280
3112,2021/06/28 04:00:00+00,Needham,954
3113,2021/06/28 04:00:00+00,Fitchburg,1903
3114,2021/06/28 04:00:00+00,Greenbush,1021
3115,2021/06/28 04:00:00+00,Fairmount,606
3116,2021/06/29 04:00:00+00,Providence/Stoughton,6139
3117,2021/06/29 04:00:00+00,Newburyport/Rockport,5693
3118,2021/07/05 04:00:00+00,Framingham/Worcester,1727
3119,2021/07/05 04:00:00+00,Franklin/Foxboro,783
3120,2021/07/05 04:00:00+00,Middleborough/Lakeville,987
3121,2021/07/05 04:00:00+00,Lowell,789
3122,2021/07/05 04:00:00+00,Haverhill,911
3123,2021/07/05 04:00:00+00,Kingston,541
3124,2021/07/05 04:00:00+00,Needham,208
3125,2021/07/05 04:00:00+00,Fitchburg,598
3126,2021/07/05 04:00:00+00,Greenbush,573
3127,2021/07/05 04:00:00+00,Fairmount,295
3128,2021/07/06 04:00:00+00,Providence/Stoughton,5344
3129,2021/07/06 04:00:00+00,Newburyport/Rockport,5338
3130,2021/07/06 04:00:00+00,Framingham/Worcester,2875
3131,2021/07/06 04:00:00+00,Franklin/Foxboro,2161
3132,2021/07/06 04:00:00+00,Middleborough/Lakeville,1514
3133,2021/07/06 04:00:00+00,Lowell,2732
3134,2021/07/06 04:00:00+00,Haverhill,2043
3135,2021/07/06 04:00:00+00,Kingston,1204
3136,2021/07/06 04:00:00+00,Needham,965
3137,2021/07/06 04:00:00+00,Fitchburg,2040
3138,2021/07/06 04:00:00+00,Greenbush,738
3139,2021/07/06 04:00:00+00,Fairmount,716
3140,2021/07/07 04:00:00+00,Providence/Stoughton,5733
3141,2021/07/07 04:00:00+00,Newburyport/Rockport,5139
3142,2021/07/07 04:00:00+00,Framingham/Worcester,2979
3143,2021/07/07 04:00:00+00,Franklin/Foxboro,2219
3144,2021/07/07 04:00:00+00,Middleborough/Lakeville,1280
3145,2021/06/14 04:00:00+00,Kingston,1126
3146,2021/07/07 04:00:00+00,Lowell,2555
3147,2021/06/14 04:00:00+00,Needham,1144
3148,2021/06/08 04:00:00+00,Middleborough/Lakeville,1612
3149,2021/06/14 04:00:00+00,Fitchburg,1994
3150,2021/06/08 04:00:00+00,Lowell,1861
3151,2021/06/14 04:00:00+00,Greenbush,950
3152,2021/06/08 04:00:00+00,Haverhill,1871
3153,2021/06/14 04:00:00+00,Fairmount,942
3154,2021/06/08 04:00:00+00,Kingston,1228
3155,2021/06/15 04:00:00+00,Providence/Stoughton,4770
3156,2021/06/08 04:00:00+00,Needham,1045
3157,2021/06/15 04:00:00+00,Newburyport/Rockport,5181
3158,2021/06/08 04:00:00+00,Fitchburg,1371
3159,2021/06/15 04:00:00+00,Framingham/Worcester,3503
3160,2021/06/08 04:00:00+00,Greenbush,1137
3161,2021/06/15 04:00:00+00,Franklin/Foxboro,1823
3162,2021/06/08 04:00:00+00,Fairmount,1091
3163,2021/06/15 04:00:00+00,Middleborough/Lakeville,1344
3164,2021/06/09 04:00:00+00,Providence/Stoughton,4659
3165,2021/06/15 04:00:00+00,Lowell,2023
3166,2021/06/09 04:00:00+00,Newburyport/Rockport,4442
3167,2021/06/15 04:00:00+00,Haverhill,1963
3168,2021/06/09 04:00:00+00,Framingham/Worcester,3283
3169,2021/06/15 04:00:00+00,Kingston,975
3170,2021/06/09 04:00:00+00,Franklin/Foxboro,1977
3171,2021/06/15 04:00:00+00,Needham,971
3172,2021/06/09 04:00:00+00,Middleborough/Lakeville,1583
3173,2021/06/15 04:00:00+00,Fitchburg,1887
3174,2021/06/09 04:00:00+00,Lowell,1627
3175,2021/06/15 04:00:00+00,Greenbush,835
3176,2021/06/09 04:00:00+00,Haverhill,1293
3177,2021/06/15 04:00:00+00,Fairmount,1073
3178,2021/06/09 04:00:00+00,Kingston,1317
3179,2021/06/16 04:00:00+00,Providence/Stoughton,5593
3180,2021/06/09 04:00:00+00,Needham,1158
3181,2021/06/16 04:00:00+00,Newburyport/Rockport,5184
3182,2021/06/09 04:00:00+00,Fitchburg,1106
3183,2021/06/16 04:00:00+00,Framingham/Worcester,3379
3184,2021/06/09 04:00:00+00,Greenbush,1106
3185,2021/06/16 04:00:00+00,Franklin/Foxboro,2234
3186,2021/06/09 04:00:00+00,Fairmount,1068
3187,2021/06/16 04:00:00+00,Middleborough/Lakeville,1337
3188,2021/06/10 04:00:00+00,Providence/Stoughton,5384
3189,2021/06/16 04:00:00+00,Lowell,2428
3190,2021/06/10 04:00:00+00,Newburyport/Rockport,5361
3191,2021/06/16 04:00:00+00,Haverhill,2604
3192,2021/06/10 04:00:00+00,Framingham/Worcester,3655
3193,2021/06/16 04:00:00+00,Kingston,1151
3194,2021/06/10 04:00:00+00,Franklin/Foxboro,2303
3195,2021/06/16 04:00:00+00,Needham,1124
3196,2021/06/16 04:00:00+00,Fitchburg,1826
3197,2021/06/10 04:00:00+00,Middleborough/Lakeville,1910
3198,2021/06/10 04:00:00+00,Lowell,2258
3199,2021/06/10 04:00:00+00,Haverhill,2053
3200,2021/06/10 04:00:00+00,Kingston,1400
3201,2021/07/07 04:00:00+00,Haverhill,1833
3202,2021/07/07 04:00:00+00,Kingston,1122
3203,2021/07/07 04:00:00+00,Needham,1161
3204,2021/07/07 04:00:00+00,Fitchburg,2191
3205,2021/07/07 04:00:00+00,Greenbush,810
3206,2021/07/07 04:00:00+00,Fairmount,860
3207,2021/07/08 04:00:00+00,Providence/Stoughton,5970
3208,2021/07/08 04:00:00+00,Newburyport/Rockport,5217
3209,2021/07/08 04:00:00+00,Framingham/Worcester,3654
3210,2021/07/08 04:00:00+00,Franklin/Foxboro,2427
3211,2021/07/08 04:00:00+00,Middleborough/Lakeville,1678
3212,2021/07/08 04:00:00+00,Lowell,2912
3213,2021/07/08 04:00:00+00,Haverhill,1926
3214,2021/07/08 04:00:00+00,Kingston,1243
3215,2021/07/08 04:00:00+00,Needham,865
3216,2021/07/08 04:00:00+00,Fitchburg,2387
3217,2021/07/08 04:00:00+00,Greenbush,845
3218,2021/07/08 04:00:00+00,Fairmount,985
3219,2021/07/09 04:00:00+00,Providence/Stoughton,5246
3220,2021/07/09 04:00:00+00,Newburyport/Rockport,5628
3221,2021/07/09 04:00:00+00,Framingham/Worcester,3512
3222,2021/07/09 04:00:00+00,Franklin/Foxboro,1775
3223,2021/07/09 04:00:00+00,Middleborough/Lakeville,1357
3224,2021/07/09 04:00:00+00,Lowell,2423
3225,2021/07/09 04:00:00+00,Haverhill,1863
3226,2021/07/09 04:00:00+00,Kingston,1123
3227,2021/07/09 04:00:00+00,Needham,889
3228,2021/07/09 04:00:00+00,Fitchburg,1916
3229,2021/07/09 04:00:00+00,Greenbush,820
3230,2021/07/09 04:00:00+00,Fairmount,966
3231,2021/07/10 04:00:00+00,Providence/Stoughton,2161
3232,2021/07/10 04:00:00+00,Newburyport/Rockport,3251
3233,2021/07/10 04:00:00+00,Framingham/Worcester,2707
3234,2021/07/10 04:00:00+00,Franklin/Foxboro,809
